scenario_id,baseline_vdd_v,margin_level,M_det,F_det,DeltaV_mv,Vdroop_v,t_fall_ps,t_hold_ps,t_rise_ps,phase_ps,actual_min_vdd_v,t_xor_rise_s,t_xor_fall_s,t_ck_rise_s,t_ck_rise_2_s,W_xor_ps,D_ref_ps,R_ps,q_sample_1_v,q_sample_2_v,vdd_at_q_sample_1_v,vdd_at_q_sample_2_v,q_sample_1_ratio,q_sample_2_ratio,q_final,q_state,active_ck_edge_count,recovery_max_ratio,valid,reason,completion_status,scenario_path,deck_sha256,source_hash,search_stage,point_label,representative_phase_ps,anomaly
t0__b0p95__L1__dv90p0__h1000p0__pm450p0__19c312499e14c1d7644e,0.95,L1,4,9,90.0,0.86,1.0,1000.0,1.0,-450.0,0.86,2.129839992e-09,2.544181831e-09,2.512796731e-09,5.441529569e-09,414.3418390000002,382.9567390000003,31.38509999999991,2.54805152e-07,-4.04327108e-07,0.95,0.95,2.682159494736842e-07,-4.256074821052632e-07,0,stable_low,1,1.859912538372093e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r164/scenarios/t0__b0p95__L1__dv90p0__h1000p0__pm450p0__19c312499e14c1d7644e,41e6fe7c5c6fa8c73893996c535887f786649ad762c7d71383a646d7a0596716,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_minus_20mV,-450.0,
t0__b0p95__L1__dv90p0__h3000p0__pm450p0__6c271040ddac10b0d7d1,0.95,L1,4,9,90.0,0.86,1.0,3000.0,1.0,-450.0,0.86,2.155251416e-09,2.71831471e-09,2.622631441e-09,5.441014382e-09,563.063294,467.3800250000001,95.68326899999994,0.8599997315,0.8599996918,0.86,0.86,0.9999996877906977,0.999999641627907,1,stable_high,1,3.4435429511627906e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r165/scenarios/t0__b0p95__L1__dv90p0__h3000p0__pm450p0__6c271040ddac10b0d7d1,0272dd7f8bcbeedc04f39bda486bb1b5a47ad5d26dfa9ccaafae9a3505ea2c5e,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_minus_20mV,-450.0,
t0__b0p95__L1__dv90p0__h2000p0__pm450p0__410c9386366cf580cbd5,0.95,L1,4,9,90.0,0.86,1.0,2000.0,1.0,-450.0,0.86,2.155251416e-09,2.71831471e-09,2.622631441e-09,5.441327979e-09,563.063294,467.3800250000001,95.68326899999994,0.9499996,0.9499997763,0.95,0.95,0.9999995789473686,0.9999997645263158,1,stable_high,1,2.0953246976744184e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r166/scenarios/t0__b0p95__L1__dv90p0__h2000p0__pm450p0__410c9386366cf580cbd5,88e5dbf1a0574d4b938f5392262520159dcac9c925cd5b126169c1f03fbae961,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_20mV,-450.0,
t0__b0p95__L1__dv90p0__h1500p0__pm450p0__27a618284c58231c83a0,0.95,L1,4,9,90.0,0.86,1.0,1500.0,1.0,-450.0,0.86,2.155251416e-09,2.672750413e-09,2.609210364e-09,5.441057087e-09,517.498997,453.95894800000013,63.5400489999999,0.9499996753,0.9499997649,0.95,0.95,0.9999996582105263,0.9999997525263159,1,stable_high,1,1.7774519232558138e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r167/scenarios/t0__b0p95__L1__dv90p0__h1500p0__pm450p0__27a618284c58231c83a0,e2a02b763783e22a57d518125fc6d1ef53024e9bf12bd655eb5f4e49ad94f7f3,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_20mV,-450.0,
t0__b0p95__L1__dv90p0__h1250p0__pm450p0__e59cf84b13fe0e768fc5,0.95,L1,4,9,90.0,0.86,1.0,1250.0,1.0,-450.0,0.86,2.155251416e-09,2.608193368e-09,2.567248453e-09,5.441475363e-09,452.94195199999996,411.99703700000026,40.944914999999696,1.124939192e-06,-8.637588199e-07,0.95,0.95,1.184146517894737e-06,-9.092198104210528e-07,0,stable_low,1,1.9799467627906975e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r168/scenarios/t0__b0p95__L1__dv90p0__h1250p0__pm450p0__e59cf84b13fe0e768fc5,90b7aac40f206fa21f4cced96d86f29d790cb0be83448568813404fad528f6e0,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_20mV,-450.0,
t0__b0p95__L1__dv90p0__h1375p0__pm450p0__ffbc3accac86ef43c5c6,0.95,L1,4,9,90.0,0.86,1.0,1375.0,1.0,-450.0,0.86,2.155251416e-09,2.640640047e-09,2.588419374e-09,5.440846005e-09,485.38863100000015,433.16795800000017,52.22067299999998,0.9499997017,0.9499996424,0.95,0.95,0.9999996860000001,0.9999996235789474,1,stable_high,1,2.0052453941860466e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r169/scenarios/t0__b0p95__L1__dv90p0__h1375p0__pm450p0__ffbc3accac86ef43c5c6,c96a94d514785939ae436285e28a24e298a2500e9404b981d9bc647f232f104f,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_20mV,-450.0,
t0__b0p95__L1__dv90p0__h1312p0__pm450p0__f50ef9275bce0f04d336,0.95,L1,4,9,90.0,0.86,1.0,1312.0,1.0,-450.0,0.86,2.155251416e-09,2.624048312e-09,2.579590477e-09,5.44108442e-09,468.79689599999995,424.3390609999999,44.457835000000046,0.9499998149,0.9499994973,0.95,0.95,0.9999998051578948,0.9999994708421053,1,stable_high,1,2.002641641860465e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r170/scenarios/t0__b0p95__L1__dv90p0__h1312p0__pm450p0__f50ef9275bce0f04d336,fbb743f8ceb5ede9a2d8d249c20e210695789e6d9bae8682152b819d8c00ca2f,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_20mV,-450.0,
t0__b0p95__L1__dv90p0__h1281p0__pm450p0__359e583656ae5ac59551,0.95,L1,4,9,90.0,0.86,1.0,1281.0,1.0,-450.0,0.86,2.155251416e-09,2.616159453e-09,2.573565744e-09,5.44147436e-09,460.90803700000015,418.31432800000016,42.59370899999999,1.03932633e-06,-1.081449034e-06,0.95,0.95,1.0940277157894738e-06,-1.1383674042105263e-06,0,stable_low,1,1.9533511674418605e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r171/scenarios/t0__b0p95__L1__dv90p0__h1281p0__pm450p0__359e583656ae5ac59551,db9033a61a57eb9b5d18c9f60e31ac2a18cb7f496827c2fa3e2a36b6ea3d5d8e,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_20mV,-450.0,
t0__b0p95__L1__dv90p0__h1296p0__pm450p0__fbfc7fd2704f5d3f6313,0.95,L1,4,9,90.0,0.86,1.0,1296.0,1.0,-450.0,0.86,2.155251416e-09,2.620092649e-09,2.576431069e-09,5.441116859e-09,464.84123300000016,421.1796529999999,43.66158000000024,0.9499998424,0.9499995106,0.95,0.95,0.9999998341052633,0.9999994848421053,1,stable_high,1,2.00252076627907e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r172/scenarios/t0__b0p95__L1__dv90p0__h1296p0__pm450p0__fbfc7fd2704f5d3f6313,2dc4b1a9ff4fc22f7a9074544bbcdfd7398caf0ca135c21f66cac231f9cf008a,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_20mV,-450.0,
t0__b0p95__L2__dv80p0__h1p0__pm450p0__30f6dd4e4f086563990d,0.95,L2,5,6,80.0,0.87,1.0,1.0,1.0,-450.0,0.87,2.022354889e-09,2.403867806e-09,2.424751621e-09,5.460500175e-09,381.512917,402.39673199999976,-20.883814999999743,5.765518614e-08,-5.48879583e-07,0.95,0.95,6.068966962105264e-08,-5.777679821052632e-07,0,stable_low,1,2.1325254229885057e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r173/scenarios/t0__b0p95__L2__dv80p0__h1p0__pm450p0__30f6dd4e4f086563990d,efaf2aee3f00452811f77d03b241ce3d84e59f2ed23defc27155e4e4bb6e12f1,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,last_q0_control,-450.0,
t0__b0p95__L2__dv80p0__h10p0__pm450p0__0d4fe97075bc72c2b7bb,0.95,L2,5,6,80.0,0.87,1.0,10.0,1.0,-450.0,0.87,2.022415023e-09,2.404143564e-09,2.424796896e-09,5.461106671e-09,381.72854099999995,402.38187299999987,-20.65333199999992,-2.000376018e-07,-2.170874293e-07,0.95,0.95,-2.1056589663157895e-07,-2.285130834736842e-07,0,stable_low,1,3.796532702298851e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r174/scenarios/t0__b0p95__L2__dv80p0__h10p0__pm450p0__0d4fe97075bc72c2b7bb,288d2610181c11a52e98ffb8e6e516deb1068f837898b5b19f9dc69f61b1d809,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,last_q0_control,-450.0,
t0__b0p95__L2__dv80p0__h100p0__pm450p0__888eeb4070860e92c144,0.95,L2,5,6,80.0,0.87,1.0,100.0,1.0,-450.0,0.87,2.022410896e-09,2.404078146e-09,2.424791794e-09,5.46088743e-09,381.6672499999999,402.380898,-20.71364800000009,1.472992809e-07,-9.688666795e-07,0.95,0.95,1.5505187463157894e-07,-1.019859662631579e-06,0,stable_low,1,2.01074757816092e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r175/scenarios/t0__b0p95__L2__dv80p0__h100p0__pm450p0__888eeb4070860e92c144,de1223a1510b08405a1b71e99b40b7a1783a2de8cbdf0da5d9057d2ca9c18a79,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,last_q0_control,-450.0,
t0__b0p95__L2__dv80p0__h1000p0__pm450p0__8e68eba0dbee12fd8254,0.95,L2,5,6,80.0,0.87,1.0,1000.0,1.0,-450.0,0.87,2.117255062e-09,2.529086878e-09,2.51949132e-09,5.460511751e-09,411.8318159999999,402.236258,9.595557999999869,6.6145573e-07,1.140071897e-07,0.95,0.95,6.962691894736842e-07,1.2000756810526316e-07,0,stable_low,1,2.653259450574713e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r176/scenarios/t0__b0p95__L2__dv80p0__h1000p0__pm450p0__8e68eba0dbee12fd8254,993737eaea838956a5e4e05326cee971ee4abf491dc7094454e4d3639d99a1e4,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,last_q0_control,-450.0,
t0__b0p95__L2__dv80p0__h3000p0__pm450p0__a088664c8efea94a71ec,0.95,L2,5,6,80.0,0.87,1.0,3000.0,1.0,-450.0,0.87,2.136745813e-09,2.673924949e-09,2.619478786e-09,5.46044813e-09,537.1791360000001,482.7329730000003,54.446162999999785,1.810477544e-07,7.514036365e-08,0.87,0.87,2.081008671264368e-07,8.636823408045976e-08,0,stable_low,1,1.0240482495402298e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r177/scenarios/t0__b0p95__L2__dv80p0__h3000p0__pm450p0__a088664c8efea94a71ec,21c8c3f6c9edad187c70babf0695cb4bd4fba31d69e71895e0edd3703264cae8,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,last_q0_control,-450.0,
t0__b0p95__L2__dv90p0__h1p0__pm450p0__4524923cc32ff7624953,0.95,L2,5,6,90.0,0.86,1.0,1.0,1.0,-450.0,0.86,2.022625467e-09,2.403947574e-09,2.425192813e-09,5.460651094e-09,381.32210700000013,402.567346,-21.245238999999856,-2.010487478e-07,-6.999892969e-07,0.95,0.95,-2.116302608421053e-07,-7.368308388421054e-07,0,stable_low,1,3.489693868604651e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r178/scenarios/t0__b0p95__L2__dv90p0__h1p0__pm450p0__4524923cc32ff7624953,1e7cb634b529dd5b5f8614ebbd6344bae01cb53a6ec58ec06749fd383076982c,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_anchor,-450.0,
